United States, Live births by calendar year, age and birth order (Lexis squares, age in completed years (ACY))
Last modified: 07/04/2021
Year    Age        Total          B1          B2          B3          B4         B5p
1979     55+        0.00        0.00        0.00        0.00        0.00        0.00
1980     12-      284.00      266.96       10.01        1.00        6.01        0.00
1980     13      1614.00     1593.53       18.42        2.05        0.00        0.00
1980     14      8271.00     8027.14      233.62       10.24        0.00        0.00
1980     15     28178.00    26705.46     1411.40       54.01        7.13        0.00
1980     16     63198.00    57242.64     5548.50      381.42       20.35        5.09
1980     17    106846.00    90123.38    15032.40     1562.39      112.62       15.22
1980     18    153333.00   118053.10    30345.11     4352.38      514.55       67.86
1980     19    200606.00   139341.99    49898.97     9657.24     1474.22      233.57
1980     20    224542.00   138207.96    66397.75    16248.54     3073.80      613.95
1980     21    240010.00   129975.33    80196.30    23346.47     5193.93     1297.98
1980     22    249401.00   121677.11    88968.34    29406.01     7279.15     2070.39
1980     23    258140.00   114792.59    94543.96    35934.08     9719.78     3149.58
1980     24    254107.00   105655.56    93634.02    38981.85    11606.39     4229.21
1980     25    251736.00    98244.88    92550.21    42139.34    13261.03     5540.54
1980     26    241259.00    87607.49    89611.75    43255.84    14200.06     6583.86
1980     27    224977.00    75661.05    83562.83    42995.48    15093.54     7664.10
1980     28    206488.00    62882.11    77237.06    42359.64    15539.70     8469.51
1980     29    183831.00    50179.05    68140.30    40092.66    15719.50     9699.49
1980     30    157174.00    38373.92    56497.57    36497.02    15204.57    10600.91
1980     31    131581.00    28494.14    45550.52    32535.09    14507.50    10493.76
1980     32    110313.00    21110.68    36676.35    27858.93    13431.05    11236.00
1980     33     91680.00    16114.16    28348.91    23576.73    12285.13    11355.08
1980     34     59606.00     9677.29    16663.70    15044.96     8632.35     9587.70
1980     35     45418.00     6636.55    11254.85    11171.29     7193.20     9162.12
1980     36     35426.00     4698.82     7865.62     8241.32     5877.31     8742.93
1980     37     27314.00     3441.56     5242.89     6116.87     4585.40     7927.27
1980     38     19171.00     2194.99     3332.78     3883.54     3245.18     6514.52
1980     39     13464.00     1394.63     2104.54     2453.95     2283.78     5227.11
1980     40      9264.00      859.66     1238.15     1457.60     1628.72     4079.87
1980     41      5984.00      525.15      720.34      851.12      904.44     2982.95
1980     42      4148.00      347.77      409.26      497.97      581.63     2311.39
1980     43      2354.00      165.77      219.02      273.28      292.36     1403.55
1980     44      1340.00       78.71       97.88      147.32      152.36      863.74
1980     45       672.00       32.05       47.07       55.08       80.12      457.69
1980     46       300.00       12.00       14.00       22.00       39.00      213.00
1980     47       140.00        9.27       10.30       18.53       10.30       91.62
1980     48        66.00        5.15        6.19        3.09        8.25       43.31
1980     49        22.00        2.00        2.00        0.00        2.00       16.00
1980     50         0.00        0.00        0.00        0.00        0.00        0.00
1980     51         0.00        0.00        0.00        0.00        0.00        0.00
1980     52         0.00        0.00        0.00        0.00        0.00        0.00
1980     53         0.00        0.00        0.00        0.00        0.00        0.00
1980     54         0.00        0.00        0.00        0.00        0.00        0.00
1980     55+        0.00        0.00        0.00        0.00        0.00        0.00
1981     12-      242.00      226.30        7.16        6.51        2.03        0.00
1981     13      1546.00     1523.65       22.35        0.00        0.00        0.00
1981     14      7844.00     7632.49      206.45        5.06        0.00        0.00
1981     15     25961.00    24510.41     1389.90       58.67        2.02        0.00
1981     16     59603.00    53627.42     5544.63      398.57       28.32        4.05
1981     17    101833.00    85577.46    14586.50     1541.90      116.05       11.10
1981     18    147006.00   112694.49    29297.98     4431.94      519.09       62.49
1981     19    192989.00   134720.15    47546.51     9191.44     1340.54      190.36
1981     20    220466.00   134912.71    65587.20    16076.89     3238.32      650.88
1981     21    236708.00   127391.17    79565.31    23197.50     5286.05     1267.96
1981     22    244414.00   119375.01    87246.25    28493.87     7251.67     2047.20
1981     23    253234.00   113631.09    92254.78    35029.13     9283.47     3035.52
1981     24    257178.00   108428.26    93636.51    39260.05    11503.91     4349.27
1981     25    252602.00   100139.77    91990.67    41885.11    13151.72     5434.74
1981     26    244234.00    90412.56    89446.77    43335.51    14434.45     6604.69
1981     27    229640.00    79105.21    84426.00    43045.69    15419.63     7643.48
1981     28    211699.00    66749.52    78439.21    42180.97    15780.92     8548.38
1981     29    190013.00    53981.09    70807.64    40331.26    15549.83     9343.17
1981     30    164057.00    42024.35    59387.09    37120.58    15296.30    10228.69
1981     31    135953.00    31119.69    47743.52    32593.30    14097.79    10398.70
1981     32    112732.00    22720.74    38322.03    28127.96    13035.42    10525.86
1981     33     91973.00    17027.08    29313.82    23399.17    11922.78    10310.15
1981     34     76739.00    13090.50    22801.28    19604.58    10669.09    10573.56
1981     35     48554.00     7487.78    12833.19    12282.27     7247.51     8703.25
1981     36     35801.00     5169.04     8342.09     8578.52     5713.31     7998.03
1981     37     26919.00     3657.34     5685.51     6016.17     4481.47     7078.50
1981     38     20801.00     2570.99     3881.10     4454.77     3417.94     6476.20
1981     39     13981.00     1560.37     2288.81     2707.78     2348.09     5075.96
1981     40      9517.00     1001.47     1324.23     1653.04     1544.44     3993.82
1981     41      6239.00      613.93      754.84      953.11     1001.42     2915.69
1981     42      3922.00      309.26      397.63      528.16      572.34     2114.62
1981     43      2409.00      177.52      263.77      279.82      312.91     1374.99
1981     44      1239.00       88.50       90.52      121.69      179.01      759.29
1981     45       658.00       40.19       60.27       59.27       67.30      430.97
1981     46       284.00       22.16       24.17       14.10       28.20      195.37
1981     47       143.00        6.04        6.04       13.09       16.11      101.71
1981     48        62.00        9.00        4.00        8.00        4.00       37.00
1981     49        43.00        8.19        4.09        7.16        4.09       19.46
1981     50         0.00        0.00        0.00        0.00        0.00        0.00
1981     51         0.00        0.00        0.00        0.00        0.00        0.00
1981     52         0.00        0.00        0.00        0.00        0.00        0.00
1981     53         0.00        0.00        0.00        0.00        0.00        0.00
1981     54         0.00        0.00        0.00        0.00        0.00        0.00
1981     55+        0.00        0.00        0.00        0.00        0.00        0.00
1982     12-      265.00      242.63       16.28        6.09        0.00        0.00
1982     13      1579.00     1554.52       22.44        2.04        0.00        0.00
1982     14      7929.00     7696.03      220.76       12.21        0.00        0.00
1982     15     25091.00    23629.73     1383.18       76.05        2.03        0.00
1982     16     57348.00    51789.25     5192.68      345.84       17.19        3.04
1982     17     98723.00    82779.20    14191.22     1596.20      141.25       15.14
1982     18    144937.00   110900.51    29054.92     4415.18      494.83       71.55
1982     19    187659.00   129801.04    46793.67     9392.77     1430.86      240.65
